time,odom_position_x,odom_position_y,odom_position_z,odom_rot_x,odom_rot_y,odom_rot_z,odom_rot_w
0.06623077392578125,-2.0519372825728367e-06,1.8715352911955613e-08,-0.0005055775553903605,-1.7102999050628243e-05,-1.7303901491493424e-05,0.7068251815200741,0.7073882683344251
0.17044687271118164,-2.0519327929910583e-06,1.8715248020382755e-08,-0.0005055775251054089,-1.710597988916967e-05,-1.7306881566147904e-05,0.7068251815191947,0.707388268335159
0.2533388137817383,-2.051936759024496e-06,1.87151506962158e-08,-0.0005055776922844087,-1.7102921398504352e-05,-1.730382431887632e-05,0.7068251815184974,0.7073882683360045
0.34102392196655273,-2.051933015498288e-06,1.8715060138120923e-08,-0.0005055776571095995,-1.7105399869290853e-05,-1.730630220829077e-05,0.7068251815177398,0.707388268336641
0.43955397605895996,-2.0519341631813008e-06,1.871495958639252e-08,-0.0005055775826604009,-1.7104334233053432e-05,-1.7305246147547164e-05,0.7068251815169273,0.7073882683375043
0.5445687770843506,-2.0519433457562757e-06,1.871483660154539e-08,-0.0005055774962475675,-1.7097492649684237e-05,-1.729840196894896e-05,0.706825181516135,0.7073882683386288
0.6274728775024414,-2.051926981657943e-06,1.8714681850333544e-08,-0.0005055770497639535,-1.7108879296367295e-05,-1.7309779138593178e-05,0.7068251815147282,0.707388268339481
0.7044079303741455,-2.0519400638886248e-06,1.8714549399642504e-08,-0.0005055774918395883,-1.7099213594665694e-05,-1.730011657575133e-05,0.7068251815138936,0.7073882683407848
0.7760019302368164,-2.0519322117381594e-06,1.8714416222427588e-08,-0.0005055773729435945,-1.710453909476148e-05,-1.7305440800505856e-05,0.7068251815127443,0.7073882683416742
0.859381914138794,-2.051932575982209e-06,1.871429916307059e-08,-0.0005055774840900598,-1.710401634559011e-05,-1.7304918409597473e-05,0.7068251815118418,0.7073882683426016
0.9303178787231445,-2.0519348576625732e-06,1.871419140703559e-08,-0.0005055776094591569,-1.7102140777351378e-05,-1.7303043775775465e-05,0.7068251815110386,0.7073882683434952
0.9997339248657227,-2.0519301487850135e-06,1.871408578503573e-08,-0.0005055775687557249,-1.7105277042712894e-05,-1.730617922956116e-05,0.7068251815101503,0.7073882683442303
1.0721957683563232,-2.0519330641353003e-06,1.8713993141477973e-08,-0.0005055777085550429,-1.7102981642594037e-05,-1.73038847728701e-05,0.7068251815094742,0.7073882683450177
1.1462287902832031,-2.0519305851747455e-06,1.8713904939029156e-08,-0.0005055777023171958,-1.710455968465557e-05,-1.7305462513605815e-05,0.7068251815087535,0.707388268345661
1.23356294631958,-2.0519269086254063e-06,1.871382097310033e-08,-0.0005055775856213519,-1.7107011957687394e-05,-1.7307910795876895e-05,0.7068251815080663,0.7073882683462284
1.3244078159332275,-2.051931941985241e-06,1.871374896386148e-08,-0.0005055777029286182,-1.7103239736349484e-05,-1.730414287667653e-05,0.7068251815075655,0.7073882683469122
1.407749891281128,-2.0519370923762945e-06,1.8713650212884465e-08,-0.0005055771529976893,-1.7099307962412143e-05,-1.7300223217932582e-05,0.706825181506817,0.707388268347851
1.503760814666748,-2.0519231379609607e-06,1.871348020000916e-08,-0.0005055770394175232,-1.7108949692092046e-05,-1.7309848737827628e-05,0.7068251815053667,0.7073882683488316
1.5786619186401367,-2.051934603287793e-06,1.8713345856409547e-08,-0.0005055774337693886,-1.7100437632336795e-05,-1.7301339538027918e-05,0.7068251815044931,0.7073882683501184
1.6547489166259766,-2.0519266757566114e-06,1.8713215176003814e-08,-0.0005055773174561136,-1.71058224111228e-05,-1.7306723161633027e-05,0.7068251815033614,0.7073882683509874
1.742386817932129,-2.0519283916490093e-06,1.8713093799679024e-08,-0.0005055774632322756,-1.7104321703512253e-05,-1.730522324128803e-05,0.7068251815024446,0.7073882683519764
1.823889970779419,-2.0519290634583387e-06,1.8712984435772205e-08,-0.0005055775494026728,-1.7103595493689694e-05,-1.7304497632370528e-05,0.7068251815016052,0.7073882683528503
1.9070758819580078,-2.0519256717916813e-06,1.8712881319146724e-08,-0.0005055775414467591,-1.71057938874887e-05,-1.730669554268138e-05,0.7068251815007556,0.7073882683535926
1.9863159656524658,-2.0519281411370916e-06,1.871278471434791e-08,-0.0005055776714518179,-1.710380897791171e-05,-1.730471152468879e-05,0.7068251815000418,0.7073882683544023
2.0652048587799072,-2.051926169953373e-06,1.8712703570488917e-08,-0.0005055775881136274,-1.7105037512930906e-05,-1.730594064351027e-05,0.7068251814993789,0.7073882683550049
2.13956880569458,-2.051936553692505e-06,1.871256600659201e-08,-0.0005055775931201989,-1.709728553545196e-05,-1.7298194865006373e-05,0.7068251814984452,0.7073882683563147
