time,base_link_position_x,base_link_position_y,base_link_position_z,base_link_rot_x,base_link_rot_y,base_link_rot_z,base_link_rot_w,door_hand_position_x,door_hand_position_y,door_hand_position_z,door_hand_rot_x,door_hand_rot_y,door_hand_rot_z,door_hand_rot_w
0,1.345181739827502,2.179641846203096,0.0858206417310805,-0.004047489747522198,-0.012235773626850244,0.11986003663118835,0.992707144775974,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.345181739827502,2.179641846203096,0.0858206417310805,-0.004047489747522198,-0.012235773626850244,0.11986003663118835,0.992707144775974,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3422024673038886,2.182907946271095,0.08453378094806988,-0.003948413184106853,-0.012369308154304565,0.11961906019901328,0.9927349549029774,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3422024673038886,2.182907946271095,0.08453378094806988,-0.003948413184106853,-0.012369308154304565,0.11961906019901328,0.9927349549029774,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3667607866030556,2.191813086035273,0.08321973228028465,-0.003913714803068458,-0.01179362573427406,0.12167193185086783,0.9924925864852381,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3667607866030556,2.191813086035273,0.08321973228028465,-0.003913714803068458,-0.01179362573427406,0.12167193185086783,0.9924925864852381,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3667607866030556,2.191813086035273,0.08321973228028465,-0.003913714803068458,-0.01179362573427406,0.12167193185086783,0.9924925864852381,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3667607866030556,2.191813086035273,0.08321973228028465,-0.003913714803068458,-0.01179362573427406,0.12167193185086783,0.9924925864852381,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.3667607866030556,2.191813086035273,0.08321973228028465,-0.003913714803068458,-0.01179362573427406,0.12167193185086783,0.9924925864852381,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
0,1.353840056542613,2.1957343735489183,0.08170979537450629,-0.0038496569253152757,-0.011923659890088145,0.12194279358492591,0.9924580402057747,-1.690000023841858,0.03621377050876656,0.7694875431060796,-0.5,-0.4999999999999999,0.5,0.5000000000000001
